,name,platform,summary,user_review
10670,Crosswords,DS,"[Also known as ""Nintendo Presents: Crossword Collection"" in the UK/EU""] Choose from more than a thousand crossword puzzles or hone your word skills with Wordsearch or Anagrams. No matter which type of puzzle you choose, you can easily save your progress at any time and return later to finish. Crosswords DS is designed for all players—just select your difficulty level and start off with a basic four-by-four puzzle. As you progress, the game will increase in difficulty and puzzle size. Use the DS stylus like a pencil to write or circle your answers on the touch-control screen. Erasing mistakes is as simple as writing the new answer over the old one. A hint system is also included in case you need some friendly assistance. In Crosswords DS, you'll find puzzles perfect for everyone regardless of age or experience. Exercise your word skills in more than a thousand touch-control word puzzles to challenge every skill level. [Nintendo]",6.8
937,Dirt 2,Xbox 360,"(Also known as ""Colin McRae: DiRT 2"" in the UK/EU) DiRT 2 takes racing games to a new level with thrilling new race types, striking locations, big event atmosphere, and a peerless line-up of super-charged speed machines, each selected to deliver spectacular, fast-paced racing. Taking players on an exhilarating World Tour, DiRT 2 delivers over 100 stunning events, including aggressive, multi-vehicle races and intense solo challenges, set in the most diverse and demanding real-world environments. From the muddy tracks of the Malaysian rainforest to spectator-packed stadiums in London and Los Angeles, racers compete in contemporary off-road race disciplines covering Rallycross, Trailblazer, Raid, Landrush, and Rally. Embracing the culture and new heroes of modern off-road racing, DiRT 2 features an exciting line-up of the best new rally drivers - including the multi medal-winning Subaru Rally Team USA driver Ken Block alongside Travis Pastrana, Dave Mirra, and Tanner Faust, who help players build their racing career. [Codemasters]",8.2
10084,Costume Quest 2,PC,"Explore spooky time-traversing landscapes, wear adorable new costumes that transform into powerful Hallo-warriors, and collect even Creepier Treat Cards to wield in combat against a legion of hygiene obsessed baddies. Only heroic siblings Wren and Reynold can save Halloween forever.",7.3
2231,Ape Out,PC,"Ape Out is a wildly intense and colorfully stylized smash ‘em up about primal escape, rhythmic violence, and frenetic jazz.",6.7
5403,The Lion'S Song,PC,"The Lion’s Song is a narrative adventure game. It is set against the backdrop of early 20th century Austria with every episode following a different character. The Lion's Song is a series of four self-contained point & click stories connected into an overarching narrative, where player choices will affect the way in which the story unfolds. Set against the backdrop of early 20th century Austria, every episode follows a different character, each blessed with an exceptional creative mind. The game pulls players into a story of personal struggle for creativity, human connections and inspiration.",7.9
4028,Knights And Bikes,PlayStation 4,"KNIGHTS AND BIKES is a hand-painted action-adventure for 1 or 2 players, set on a British island in the 1980s. It's a coming-of-age story starring Nessa & Demelza, exploring the coasts of Penfurzy on their trusty bikes, looking for a legendary lost treasure in a Goonies-inspired tale of excitement, danger, fun and friendship.",7.7
10480,Tank Universal: Challenger Eight,PC,"Our hero, George, after a trip to the doctor, has been given bad news. He's also been given a large quantity of different pills, presumably to treat some unknown yet terminal illness, and to cheer him up he's also been given a VR helmet. On donning the helmet, George (under your control) is able to explore a strange virtual world. All goes well until he is ""recruited"" by the mysterious figures in this virtual world and forced to take part in a ritual combat exercise. Tank Universal creates a huge virtual 'Tron-like' world where you take part in immense 3D tank battles involving scores of units both friendly and not so friendly in wide open levels. Players can bombard the enemy from a distance or close the gap and dodge shells point blank - all in an immersive first person perspective. [Meridian4]",6.7
8443,Echo: Secrets Of The Lost Cavern,PC,"Delve into a world of exploration and intrigue as you embark on a quest filled with puzzles and mystery. Use your wits and powers of observation to survive the vast wilderness as your journey leads you to one of mankind's forgotten wonders. Experience your adventure through the eyes of Arok and meet many fascinating characters. Contend with the wild world where fishing, hunting, gathering, and mysterious shamanist ceremonies are all part of the struggle for survival as you unravel the secrets of the lost cavern. Also featured is an integrated encyclopedia filled with historically accurate data on the Paleolithic period. Pristine photo-realistic graphics and environments including rivers, troglodyte caves, and green valleys, will take players back to the dawn of human existence. [Adventure Company]",6.3
8653,Corpse Party,PSP,"Corpse Party is an adventure game that uses hand-drawn 2D sprite and tile art to tell the story of a group of Kisaragi Academy High School students who are trapped in a haunted elementary school filled with the decaying corpses and tormented souls of countless children who’d mysteriously vanished from the Japanese countryside years, months or sometimes only days prior. Desperately trying to escape and survive, players will experience unnatural, unnerving and decidedly uncensored horrors through the eyes – and ears -- of these frightened teenaged victims. Detailed 2D sprite animations and art stills show the bloody and unsettling fates that await those who enter, and full Japanese-language voice-acting combines with 3D audio support to create a simulated surround sound experience when playing with headphones, offering players a delightfully uncomfortable level of immersion.",8.5
7691,Earthlock,Switch,"Festival of Magic is an adventure RPG with a Nordic take on an Eastern genre. Grow spuds, mushrooms and plants and use your harvest as powerful ammunition or spells; craft your weapons and team up your companions for battle. Solve challenging puzzles, collect rare items and explore various dungeons scattered across the world.",6.6
13930,Loading Human: Chapter 1,PlayStation 2,"Engage with each aspect of your environment and develop complex relationships. Travel to otherworldly and futuristic locations on the South Pole. Hear your character's thoughts, see his hands, and move your head to view your surroundings from his point of view for a highly immersive experience. Make difficult decisions and solve dilemmas that will move the story forward.",6.4
1869,Assault Android Cactus,Xbox One,Assault Android Cactus is an intense arcade style twin stick shooter - pick from one of nine unique synthetic heroines and blast your way through overwhelming robots hordes to save the ship from its own workforce. Supports single player and local co-op game modes.,6.4
14403,Shrek-N-Roll,PlayStation 3,"[Xbox Live Arcade] Join Shrek, Fiona, Donkey, Puss in Boots, and 20 other twisted fairy tale friends in Shrek-N-Roll, an addictive and hilarious puzzle game designed for ogres of all ages. Navigate through 16 challenging mazes across four unique evironments in Far Far Away's newest competitive tournament. Test your tilting and rolling skills in Single Player mode, challenge others in Versus mode, work together with friends and family in Co-op mode, or gain bragging rights with the highest points in Score Attack mode. Adventure through Shrek's world: Start rolling at Worcestershire Academy, venture forth onto the Pirate's ship, visit Shrek's Swamp and brave the Evil Queen's Castle. Mastering each of the 16 levels allows you to move on to more fun and challenging puzzles. Play the whole Shrek gang: Play with 24 twisted fairy tale characters, including Shrek, Fiona, Donkey, Puss in Boots and other unlockable heroes and villains. Enjoy signature Shrek humor: From fast-talking Donkey to sword-fighting Puss in Boots, the animation, dialogue and environments throughout the game bring the humor of Shrek alive! Experience multiple game modes: Test your tilting and rolling skills in Single Player mode, challenge others in Versus mode, work together with friends and family in Co-op mode, or gain bragging rights with the highest points in Score Attack mode. [Microsoft]",7.0
12024,Sudden Strike 4,PlayStation 4,"Sudden Strike is back! The beloved Real Time Strategy series returns, this time with bigger battlefields, more units, better graphics, new scenarios and legendary commanders with individual abilities all of which makes Sudden Strike 4 more tactical and realistic than ever before! Sudden Strike 4 sends you off on three extensive campaigns set amongst the battlefields of World War 2. Commanding the British and American, German or Soviet troops, you will lead over 100 different units into battle; like the German bomber Heinkel He111, the Russian T-34 tank, the British Hawker Typhoon fighter plane and the notorious German PanzerkampfwagenVI Tiger. In a first for the Sudden Strike series, you can now choose from one of nine individual commanders, such as George Patton or Bernard Montgomery, who will each allow for different approaches to combat and boast unique abilities. Prove your strategic expertise in over 20 demanding single player scenarios, the challenge-focused skirmish mode and the ultra-competitive multiplayer mode. Excellence will be rewarded through a unique reward system, where successfully completing missions will unlock exclusive content, such as historical film footage from the era. Sudden Strike 4 offers countless ways to vanquish your opponents. Exploit the weak spots of tanks, set up an ambush, occupy buildings with infantry, outmaneuver the enemy with clever positioning or unleash devastating air strikes how you approach each mission is up to you!",7.4
19,Bioshock,Xbox 360,"[Metacritic's 2007 Xbox 360 Game of the Year] Going beyond ""run and gun corridors,"" ""monster-closet AIs"" and static worlds, BioShock creates a living, unique and unpredictable FPS experience. After your plane crashes into icy uncharted waters, you discover a rusted bathysphere and descend into Rapture, a city hidden beneath the sea. Constructed as an idealistic society for a hand picked group of scientists, artists and industrialists, the idealism is no more. Now the city is littered with corpses, wildly powerful guardians roam the corridors as little girls loot the dead, and genetically mutated citizens ambush you at every turn. Take control of your world by hacking mechanical devices, commandeering security turrets and crafting unique items critical to your very survival. Upgrade your weapons with ionic gels, explosives and toxins to customize them to the enemy and environment. Genetically modify your body through dozens of Plasmid Stations scattered throughout the city, empowering you with fantastic and often grotesque abilities. Explore a living world powered by Ecological A.I., where the inhabitants have interesting and consequential relationships with one another that impact your gameplay experience. Experience truly next generation graphics that vividly illustrate the forlorn art deco city, highlighted by the most detailed and realistic water effects ever developed in a video game. Make meaningful choices and mature decisions, ultimately culminating in the grand question: do you exploit the innocent survivors of Rapture...or save them? [2K Games]",9.0
10650,Calendula,PC,Calendula is an experimental meta game about trying to play a game. Use your logic to thrive against conventions and get surrounded by a dark atmosphere.,7.4
884,The Walking Dead: Episode 3 - Long Road Ahead,PlayStation 3,Episode 3 of a 5-part game series set in Robert Kirkman’s universe. Treachery within the group leads to a devastating series of events. Will the tough choices you made in episodes one and two come back to haunt you or prove to be worthwhile decisions?,7.9
9438,Pure Farming 2018,PC,"Go global and expand your farm across four continents! Use the latest technology and state-of-the-art licensed machines to manage all aspects of modern farming, from cultivating land and growing crops to breeding livestock and producing green energy. Travel between Europe, Asia, and both Americas to plant region-specific crops such as hemp, coffee beans, cherries, and olives using dedicated farming vehicles. Play the way you like best: three vastly different modes means this game is meant for you, no matter if you are a simulation veteran or an enthusiastic newcomer.",6.8
1740,Enter The Gungeon,PC,"Enter the Gungeon is a bullet hell dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon’s ultimate treasure: the gun that can kill the past.",7.9
1989,Gunpoint,PC,"Gunpoint is a stealth puzzle game that lets you rewire its levels to trick people. You're a freelance spy, infiltrating high security buildings with subterfuge, face-punching, and an unusual type of electronic sabotage. You can cross-link things like light switches and doors so that the guards unwittingly take out their own security systems, their colleagues, and even themselves. It's pretty funny.",8.4
11406,Rio,PlayStation 3,Rio is a multiplayer party game where players can play as their favorite characters from the movie.,6.6
7801,Drawn To Life,DS,"Drawn to Life takes players to the next level of interaction and creativity on the Nintendo DS. Your exact drawings populate the game, and no tedious animating or image manipulation is necessary. In other words, your drawing comes to life. Rebuild a small village with your stylus, drawing the planets, animals, sun, moon, stars and much more. Watch as your creations interact in the streets with the town population. Jump, crawl, charge and battle your way through dark forests, windy meadows, busy cities and tropical islands. Drawn to Life provides a powerful, yet easy-to-use paint set, including a 25 color swatch palette, eraser, three brush sizes and flood fill. Not an artist? Tracing templates are available to guide users to create works of art. [5th Cell]",7.8
7731,Draugen,PC,"Draugen is a single-player, first-person Fjord Noir mystery set in 1920s Norway. Explore a picturesque coastal community in your search for your missing sister, accompanied by your gregarious and enigmatic young ward.",6.8
3274,Nba 2K6,Xbox 360,"Shot Stick -- Control the direction of your shot with the right analog stick. Pull off runners, fade-aways, finger rolls and dunks with a flick of the stick. Dual Player Control -- Set teammates into motion for alley-oops, give and gos, or to hit an open man for a 3 point play with the touch of the d-pad. Strip n Rip System -- Direction specific stealing controls let players anticipate passes by jumping into passing lanes to deflect or intercept a pass, as well as, strip the ball from a player driving to the hoop or a player with weak hands coming down with the rebound. V.I.P. System -- After your game, save your friends’ profiles to compete when they’re not available! Learn their tendencies, moves, & logic for more heated battles. Get the upper hand in an online tournaments by downloading other players’ VIP profiles. The Crib -- New to NBA 2K6 this year, you can now earn crib credits with every game you play to deck out your crib, buy music, or play mini-games. 24/7: Road to the EBC -- Take to the streets of Harlem in the Entertainer's Basketball Classic to play against NBA players and Def Jam Celebrities including Red Man, Method Man, Flavor Flav, and many other special guests. [2K Games]",8.3
8900,"Batman: Arkham Origins - Cold, Cold Heart",Xbox 360,"Cold, Cold Heart pits a young caped crusader against Mr. Freeze.",8.0
2145,Picross Ds,DS,"Like finding the underlining 'picture' in a 'crossword puzzle', the goal in Picross DS is to fill a grid with squares and crosses in order to 'paint' a picture. Numbers at the head of the puzzles' columns and rows signify how the grids need to be filled out, but it will take a sharp mind to figure out the solution - and some speedy fingers to defeat the competition. The game's main Picross Mode offers a staggering 300 puzzles available to play at your leisure. Ranging from the elementary five by five grids to highly complicated twenty by twenty grids, this mode can keep even the most hardened gamers happy. Those less certain of their skills can opt to receive clues to help finish puzzles, or get a head start with a roulette-style hint function that reveals one line of the puzzle. Bring your individual talents to the table with My Picross Mode, in which you can create your very own puzzles to share with your friends (locally, or via Nintendo Wi-Fi Connection). Designing your own puzzles is simplicity itself thanks to the easy-to-use stylus and Touch Screen. For that extra personal flair, you can even design the image beneath the puzzle which is revealed upon completion. A variety of unlockable skins - with themes ranging from nature to sports or video game heroes – give you all the customisation tools you’ll need to make Picross DS fit your style. [Nintendo Europe]",8.0
9898,Blackguards,PC,"What happens when the only hope of a threatened world lies not with heroes in shining armor but in the hands of a band of misfits and criminals? Blackguards - the new turn-based RPG by Daedalic Entertainment - explores this very question. The player takes on the role of a convicted murderer, who with the help of a team of more-than-questionable characters, must save the world from a dark menace. During the wild chase throughout the South of Aventuria, the world of The Dark Eye, there is more to fight than vicious creatures - chapter by chapter, a story full of intrigue and surprising twists unfolds. But when life and death are in the player's hands, how far will they go to reach their goals?",7.1
12223,Here They Lie,PlayStation 4,"Here They Lie is a psychological horror experience that injects you into a frightening, surreal world riddled with strange and malevolent creatures. Horrors lurk around every corner, just out of sight, haunting and infecting your mind. Dare yourself to go deeper down the rabbit hole and confront the meaning of your existence. The game focuses on narrative, and the experience of dread. [Tangentlemen]",6.8
657,Guacamelee! Super Turbo Championship Edition,Xbox One,"Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.",7.0
13997,18 Wheeler: American Pro Trucker,PlayStation 2,"Get behind the wheel of a 60-foot-long, 20-ton, 18-wheeled truck and buckle up as you drive in locations from New York to California. 18 Wheeler: American Pro Trucker features arcade-style racing in four gameplay modes: arcade, parking, score attack, and versus. You'll transport cargo and race against other truck drivers--all while protecting your rig from damage. In versus mode, you can take on a friend in split-screen action on four different raceways.",6.2
6745,Pato Box,Switch,"Pato Box is an adventure/fighting game inspired by the ""Punch-Out!!"" series. Is a surreal boxing quest with a luck! Test your reflexes as you fight your way through an evil corporation in search for retribution. Uncover their deepest secrets by exploring thrilling 3D environments with a graphic novel/comic book art style. Find the henchmen who took your dream away in an action-packed and fast-paced fights that will test you to the limit as a true boxing champion! Will you chicken out or learn how to DUCK?",7.5
6158,Watch Dogs: Bad Blood,PlayStation 4,"Assume the role of T-Bone Grady, the legendary and eccentric hacker and Aiden Pearce's trusted comrade. Now on the run from Blume, T-Bone must make the decision to run and start a new life or fight Blume to save an old friend. Face your shady past on your road to redemption. [Ubisoft]",7.3
2559,Metro Exodus,PC,"In Metro Exodus, Artyom and a band of survivors must flee the shattered ruins of the Moscow Metro and embark on an epic, continent-spanning journey across the post-apocalyptic Russian wilderness. Explore vast, non-linear levels, lose yourself in an immersive, sandbox survival experience, and follow a story-line that spans an entire year in the greatest Metro adventure yet. [Deep Silver]",7.2
8459,Dyscourse,PC,Dyscourse is an interactive choose-your-own adventure where you journey through a stylized world of choice and consequence.,4.8
3710,Need For Speed: Rivals,PlayStation 4,"Need for Speed Rivals inserts gamers behind the wheel of both sides of the thin blue line, daring them to cross that line as either a cop or racer in order to gain any advantage in the street’s ultimate rivalry. Players decide between two distinct career experiences, each with its own set of high-stakes challenges, rewards, pursuit tech and cars. The intensity of the action is enhanced as a result of AllDrive, a feature that destroys the line between single player, co-op and multiplayer. Through AllDrive, friends are connected to one racing world where their races and chases can collide at any time.",6.2
5013,Ridge Racer 7,PlayStation 3,"A first in franchise history, Ridge Racer 7 offers 375,000 ways to make your machine unique, with up to 7,150 combinations to tailor the performance of each machine. The game's new customization features include: Create the Ultimate Exterior: Players can choose from a variety of body kits, colors and decals to change the look of their machines, as well as a large selection of wheels. Improved Performance: Perform engine tune-ups and performance upgrades to improve your chances in the extensive GP series. Customizable Handling: Improve cornering performance by adjusting tires and suspension to customize drift characteristics. Variable Nitrous: Various nitrous options are now available. Strengthen your normal or ultimate charge, increase the number of nitrous tanks, select auto-charge or reverse charge, or even use flex nitrous, which can be turned on or off at any time. Three, all-new powerful, head-turning RIDGE RACER 7 machines: Centellee: The latest super sports vehicle from Terrazi boasts a 4000cc V8 engine, a top speed of 210mph and a handcrafted body, making this machine no match for its competitors. Magnifico: With an extremely practical and luxurious interior, this powerful and sporty car possesses a drastically lightened body, an inline 2000cc 4-cylinder engine, and a top speed of 178mph. Jujak: This high-tech sports coupe features multi-torque control for variable road and weather conditions, an inline 2700cc 4-cylinder engine and a top speed of 156mph. Jujak is the cutting-edge sports car. [Namco Bandai Games]",7.4
932,Katamari Damacy Reroll,Switch,"The stop-at-nothing pushing prince is back and ready to reroll. When the King of All Cosmos accidentally destroys all the stars in the sky, he orders you, his pint-sized princely son, to put the twinkle back in the heavens above. Join the King and Prince of Cosmos on their wacky adventure to restore the stars at home or on the go – now in full HD.",8.3
12755,One Piece: Burning Blood,Xbox One,"Embark with the Straw Hat Crew and collect your bounty in this anime fighter. Use Devil Fruit abilities, Haki techniques, and punishing combos to turn the tide in the ultimate One Piece battle royale. Step into the New World with over the top head to head combat featuring all the action, drama and comedy of this infamous pirate saga.",6.5
14686,The Scourge Project: Episodes 1 And 2,Switch,"Set in the near future, The Scourge Project throws you into the boots of Echo Squad, an elite group of mercenaries hired by The Tarn Initiative to deal a decisive blow against the power-hungry Nogari Corporation. Your mission: First, to locate and rescue Dr Reisbeck, Tarn's double-agent inside Nogari; Second, to recover a piece of the meteorite fragment that Nogari has used to develop Ambrosia, the powerful new energy source with which they now control the world economy. Stranded on Nogari Island shortly after being mysteriously attacked during your covert insertion, and surrounded on all sides by hostile forces, you'll need all of your skill to stay alive as you fight your way through the chaos that has consumed the alien-infested facilities that lie before you... The Scourge Project is a 3rd-Person Shooter created using Unreal Engine 3 to deliver exciting single, co-op, and multiplayer game play. [Tragnarion Studios]",4.4
9149,Excitebike: World Rally,Wii,"[WiiWare] Prepare to face daredevil jumps, crazy obstacles and other racers in the newest installment in the venerable Excitebike franchise, available exclusively on the WiiWare service. Choose from multiple camera angles as you tilt your way to smooth landings using motion-sensitive controls. Compete in races around the world in four championship circuits. Use Nintendo Wi-Fi Connection to invite friends to a race. Or if you're feeling brave, take on anyone else looking for a match. Feel like tackling a challenge of your own design? Use the intuitive Track Editor to choose from the available obstacles and put together your dream course, then share courses with friends to see whose creation skills reign supreme. [Nintendo]",7.5
5284,The Council - Episode 3: Ripples,Xbox One,"Episode 3: Ripples continues the story of Louis de Richet as plots are laid bare, characters reach their breaking point, and an unexpected, terrifying truth is uncovered. It will take all of Louis’ influence to prevent the situation from growing out of hand in this third episode of the adventure game The Council.",8.3
5100,Yakuza 2,PlayStation 2,"Yakuza 2 plunges you once more into the violent Japanese underworld where respect and honor holds great importance. In intense brutal clashes with rival gangs, the police, and the Korean mafia, you will have opportunities to dole out more brutal punishment. Play as Kazuma Kiryu, the hero from the original Yakuza and explore Tokyo and now Osaka. Wander through the back alleys of Japan's underworld while trying to prevent an all-out gang war. Endless conflicts and surprise plot twists will immerse you in a dark shadowy world where only the strongest will survive. Yakuza 2 is created by noted producer Toshihiro Nagoshi with novelist Seishu Hase, the same creative forces behind Yakuza. Yakuza 2 authentically re-creates the city streets and illicit haunts of Japan's nightlife district, with memorable characters, cinematic style, free-roaming adventure, a gripping story, beautiful but deadly fighting, and deep gameplay. [Sega]",8.7
4256,Resident Evil 4: Ultimate Hd Edition,PC,"In Resident Evil 4, Special Agent Leon S. Kennedy is dispatched on a mission to rescue the U.S. President’s daughter who has been kidnapped. Wending his way to a rural village in Europe, he faces new threats that are a departure from the traditional lumbering zombie enemies of the earlier installments in the series. Leon battles horrific new creatures infested by a new threat called Las Plagas and faces off against an aggressive group of enemies including mind-controlled villagers that are tied to Los Illuminados, the mysterious cult which is behind the abduction.",8.4
12900,Open Season,Xbox 360,"Team up with a cast of crazy critters, unleashing your animal instincts in Open Season, the game – a riotous romp in the great outdoors in which a rowdy brood of forest animals turns the tables on a bunch of unsuspecting hunters. When a domesticated grizzly named Boog gets lured into leaving the creature comforts of home by a fast-talking mule deer named Elliott, he finds himself lost in the woods just three days before hunting season begins. Forced to ""rough it"" in the great outdoors, Boog goes native, rallying all the forest animals to take back their home and send the hunters packing. Interact with Beth, Shaw, and all your animal favorites from the Open Season film. Throw skunk bombs, hurl rabbits, use acorn-firing squirrels, and pull outrageous woodland pranks to scare the pants off the hunters. Roll in a giant snowball, ride the rapids on a floating outhouse, zip through tunnels in a crazy mine cart ride, and take on more madcap adventures as Boog discovers how to go from ""Mild"" to ""Wild"". Challenge your friends or team up together in 4-player mini-games. [Ubisoft]",7.3
3950,Autonauts,PC,"You are responsible for colonising uninhabited planets. Start from nothing and harness natural resources to build a robot empire that can be taught anything. Automation is the name of the game - progress through the technological ages, automate life itself and achieve absolute autonomy.",8.0
5701,The Bridge,Xbox 360,"The Bridge is a 2D logic puzzle game that forces the player to reevaluate their preconceptions of physics and perspective. It is Isaac Newton meets M. C. Escher. Manipulate gravity to redefine the ceiling as the floor while venturing through impossible architectures. Explore increasingly difficult worlds, each uniquely detailed and designed to leave the player with a pronounced sense of intellectual accomplishment. The Bridge exemplifies games as an art form, with beautifully hand-drawn art in the style of a black-and-white lithograph.",7.5
4999,All-Star Baseball 2004,PlayStation 2,"Features on-line capabilities, featuring downloadable roster updates. History's greatest Negro League players such as Josh Gibson, Satchel Paige, and Buck O'Neil. All-new legends teams featuring Babe Ruth, Lou Gehrig, & Ty Cobb. Scenario mode where Derek Jeter introduces actual MLB footage to set-up in-game situations and recommendations. Pick-up game mode that enables you to choose up sides with your favorite players in all new stadiums. [Acclaim]",7.5
13802,Buzz Lightyear Of Star Command,PlayStation 3,"Only you, Buzz Lightyear, and your elite Space Ranger team can defeat the evil Emperor Zurg in his dark quest for universal domination! Blast off with power-ups like shields, rockets, homing weapons and lightning beams. Fight on jetpacks, hoverboards, jetbikes and more! Explore 12 levels in seven amazing worlds, including Planet Z.",6.9
1688,Return To Castle Wolfenstein: Tides Of War,Xbox,"You are U.S. Army Ranger B.J. Blazkowicz. As World War II rages across Europe, the Office of Secret Actions has assigned you to investigate strange rumors of occult activity and genetic engineering. You are about to embark on a journey deep into the heart of the Third Reich to battle the most horrific creatures ever unleashed. You must face zombies brought back from the dead through dark magic and destroy mutants created through twisted science. All the while there'll be legions of Nazi soldiers battling to win the war.",8.2
2406,Capitalism Ii,PC,"Create and control the business empire of your dreams. This in-depth strategy game covers almost every aspect of business that could be encountered in the real world. Use marketing, manufacturing, purchasing, importing, retailing and more to become a corporate CEO. Capitalism?II features 2 new campaigns ? The Capitalist Campaign and the Entrepreneur Campaign ? plus an in-depth tutorial to make the most complex business strategy a breeze to learn. [Ubi Soft]",8.7
10842,Frogger Helmet Chaos,PSP,"Frogger, one of the most beloved video game characters of all time, returns! In this latest escapade, Frogger finds himself called upon to stop an evil force that threatens his home, Firefly Swamp, and the nearby kingdom of Bunnington Hollow. To stop the insidious Dr. Wani and his destructive mining efforts, Frogger must use all of his hopping and dodging skills, along with many new talents, to infiltrate the masterminds lair and bring his evil plans crashing down. [Konami]",7.4
12110,Tna Impact!,Xbox 360,"TNA iMPACT! is geared towards a quick paced, high-impact style of play, with less emphasis on submission moves. It also features straightforward, intuitive controls, with ""accurate"" and ""detailed"" character models. Actual scans of the wrestlers were used for the game in place of hand-painted textures to include small details, such as skin textures. Wrestling maneuvers are captured from actual TNA wrestlers in extensive motion capture sessions. Finishers are accessed by building up an ""Impact! meter"" displayed on the screen, the same place a color-coded damage indicator shows the condition of characters. The game also features mini-games for escaping pin attempts and submission holds. TNA's exclusive Ultimate X and King of the Mountain are playable match types alongside the more standard singles, tag team and Fatal Four-Way matches. The game is playable online, and supports tournaments. Eight different venues—including TNA's main home, the Florida Impact! Zone, and arenas in Japan and England—are be available to house matches, with the Impact! Zone having an increased ringside area for play and hotspots for player interaction. The game also features top wrestling talent such as Abyss, Kurt Angle, Christian Cage, Jeff Jarrett, Booker T, Samoa Joe, AJ Styles, Sting and more to deliver all of the excitement and action of the television show. [Midway]",6.1
11490,Farming Simulator 15,PC,"Administer your own farm: from harvesting to animal husbandry, and from the sales of fresh products to woodcutting, the benefits of your exploitation allows you to develop, and invest in new and more powerful vehicles or tools.",7.4
5964,Mighty Gunvolt Burst,Switch,"The game systems have been completely revamped and powered up with lots of new additions, including a deep character customization system that lets you mold and shape your character into the ultimate hero that works best for you. The new Burst Combo system rewards you for finishing off enemies and bosses up close and personal, and the Dowsing ability triggers the HD Rumble function when you get close to one of the many hidden items/areas in the game. [Nintendo]",7.7
10933,City Of Brass,PlayStation 4,"Become a daring thief in City of Brass, a first-person action adventure from senior BioShock developers. Armed with scimitar and a versatile whip, you’ll lash and slash, bait and trap your way to the heart of an opulent, Arabian Nights-themed metropolis.",4.8
1911,To The Moon,Switch,"Dr. Rosalene and Dr. Watts have peculiar jobs: They give people another chance to live, all the way from the very beginning... but only in their patients' heads. Due to the severity of the operation, the new life becomes the last thing the patients remember before drawing their last breath. Thus, the operation is only done to people on their deathbeds, to fulfill what they wish they had done with their lives, but didnt. This particular story follows their attempt to fulfill the dream of an elderly man, Johnny. With each step back in time, a new fragment of Johnny's past is revealed. As the two doctors piece together the puzzled events that spanned a life time, they seek to find out just why the frail old man chose his dying wish to be what it is. And Johnny's last wish is, of course... to go to the moon. * A unique story-driven experience * Innovative mix between adventure game elements and classic RPG aesthetics * Acclaimed original soundtrack that closely ties to the story * An espresso execution with zero filler and no time drains",8.5
5318,Watch Dogs,PC,"In the modern hyper-connected world, Chicago has the nation's most advanced and integrated computer system – one which controls almost every facet of city technology and maintains critical information on all of the city's residents. Assume the role of Aiden Pearce, a notorious hacker and former thug, whose criminal past lead to a violent family tragedy. Now on the hunt for those people who have hurt your family, you will be able to monitor and hack all who surround you while manipulating the city's systems to stop traffic lights, download personal information, manipulate the electrical grid and more. Use the entire city of Chicago as your personal weapon and exact your signature brand of revenge.",5.1
4608,Deathspank: Thongs Of Virtue,Xbox 360,"Featuring the trademark humor found in the original, Thongs of Virtue centers on DeathSpank's journey through a massive war-torn land; explore the North Pole and the high seas to locate six mystical thongs to bring peace and harmony to the universe.",8.1
12010,Pinball Hall Of Fame: The Gottlieb Collection,PlayStation 2,"Relive the days when the pinball table was king, but play like you have unlimited quarters. Pinball Hall of Fame resurrects seven of Gottlieb?s greatest pinball machines spanning the 60 years of arcade pinball?s golden age. Recreated in a stunning 3-D environment, the game play, visuals and sound effects are so authentic, you'll feel like you're in a real arcade. You can choose from such classic tables as Ace High, Central Park, Big Shot, Genie, Black Hole, Victory, and Tee'd Off from the ?50s, ?60s, ?70s, ?80s and ?90s. Historical art, fun facts and an unlockable bonus table. Bonus arcade novelty games for even more old-school fun. [Crave Entertainment]",6.7
862,New Super Mario Bros. Wii,Wii,"New Super Mario Bros. Wii offers a combination of cooperation and competition. Players can pick each other up to save them from danger or toss them into it. Mario, Luigi and two Toads are all playable characters, while many others from the Mushroom Kingdom make appearances throughout the game. Players can even ride different Yoshi characters and use their tongues to swallow enemies, items and even balls of fire. In some areas, players use the motion abilities of the Wii Remote controller. The first player to reach a seesaw might make it tilt to help his or her character reach a higher platform - or might maike it tilt incorrectly just to mess with other players. New items include the propeller suit, which will shoot players high into the sky with just a shake of the Wii Remote, and Mario’s new ability to transform into Penguin Mario. At the end of each stage during the coin battle multiplayer mode, players are ranked based on the number of coins they have collected. [Nintendo]",8.3
